Time,Setpoint,Measurement,Output,Error,DeltaOutput
22.080,10.000,9.985,8.721,0.015,1.079
22.090,10.000,9.996,8.226,0.004,-0.495
22.100,10.000,10.007,8.214,-0.007,-0.012
22.110,10.000,9.959,8.858,0.041,0.644
22.120,10.000,9.967,8.287,0.033,-0.571
22.130,10.000,10.021,7.781,-0.021,-0.506
22.140,10.000,9.951,9.081,0.049,1.300
22.150,10.000,10.043,7.371,-0.043,-1.709
22.160,10.000,10.019,8.559,-0.019,1.188
22.170,10.000,10.025,8.246,-0.025,-0.313
22.180,10.000,10.036,8.190,-0.036,-0.057
22.190,10.000,9.987,8.835,0.013,0.645
22.200,10.000,10.049,7.663,-0.049,-1.172
22.210,10.000,9.955,9.325,0.045,1.663
22.220,10.000,10.037,7.478,-0.037,-1.847
22.230,10.000,9.951,9.238,0.049,1.760
22.240,10.000,10.035,7.457,-0.035,-1.781
22.250,10.000,9.998,8.714,0.002,1.256
22.260,10.000,9.959,8.757,0.041,0.044
22.270,10.000,10.034,7.549,-0.034,-1.208
22.280,10.000,9.973,8.974,0.027,1.425
22.290,10.000,10.024,7.800,-0.024,-1.175
22.300,10.000,10.047,8.055,-0.047,0.256
22.310,10.000,10.004,8.766,-0.004,0.710
22.320,10.000,9.996,8.413,0.004,-0.352
22.330,10.000,10.022,8.057,-0.022,-0.357
22.340,10.000,10.016,8.374,-0.016,0.317
22.350,10.000,9.982,8.692,0.018,0.318
22.360,10.000,10.002,8.130,-0.002,-0.562
22.370,10.000,10.023,8.098,-0.023,-0.031
22.380,10.000,9.950,9.117,0.050,1.019
22.390,10.000,10.040,7.397,-0.040,-1.721
22.400,10.000,9.965,9.112,0.035,1.715
22.410,10.000,10.010,7.877,-0.010,-1.235
22.420,10.000,10.045,7.942,-0.045,0.064
22.430,10.000,9.979,9.016,0.021,1.074
22.440,10.000,9.976,8.380,0.024,-0.636
22.450,10.000,10.048,7.571,-0.048,-0.809
22.460,10.000,9.967,9.174,0.033,1.603
22.470,10.000,10.047,7.484,-0.047,-1.690
22.480,10.000,10.018,8.604,-0.018,1.120
22.490,10.000,9.955,9.009,0.045,0.405
22.500,10.000,9.987,8.034,0.013,-0.975
22.510,10.000,10.020,7.978,-0.020,-0.056
22.520,10.000,9.963,8.946,0.037,0.968
22.530,10.000,9.969,8.296,0.031,-0.650
22.540,10.000,10.024,7.762,-0.024,-0.534
22.550,10.000,10.044,8.090,-0.044,0.328
22.560,10.000,10.013,8.627,-0.013,0.537
22.570,10.000,10.030,8.141,-0.030,-0.486
22.580,10.000,10.024,8.361,-0.024,0.220
22.590,10.000,10.039,8.151,-0.039,-0.210
22.600,10.000,9.999,8.727,0.001,0.577
22.610,10.000,10.024,8.062,-0.024,-0.665
22.620,10.000,9.995,8.632,0.005,0.569
22.630,10.000,10.048,7.751,-0.048,-0.880
22.640,10.000,9.992,8.903,0.008,1.151
22.650,10.000,9.963,8.652,0.037,-0.251
22.660,10.000,9.983,8.159,0.017,-0.493
22.670,10.000,10.047,7.643,-0.047,-0.515
22.680,10.000,10.033,8.433,-0.033,0.790
22.690,10.000,9.979,8.894,0.021,0.461
22.700,10.000,10.033,7.762,-0.033,-1.131
22.710,10.000,9.951,9.195,0.049,1.433
22.720,10.000,10.042,7.385,-0.042,-1.810
22.730,10.000,10.024,8.487,-0.024,1.102
22.740,10.000,9.983,8.757,0.017,0.269
22.750,10.000,9.965,8.553,0.035,-0.204
22.760,10.000,10.025,7.705,-0.025,-0.848
22.770,10.000,10.003,8.545,-0.003,0.841
22.780,10.000,9.959,8.821,0.041,0.275
22.790,10.000,9.996,7.956,0.004,-0.864
22.800,10.000,10.012,8.170,-0.012,0.214
22.810,10.000,9.992,8.538,0.008,0.368
22.820,10.000,9.963,8.653,0.037,0.115
22.830,10.000,10.027,7.665,-0.027,-0.988
22.840,10.000,10.008,8.520,-0.008,0.855
22.850,10.000,10.034,8.033,-0.034,-0.488
22.860,10.000,10.018,8.478,-0.018,0.445
22.870,10.000,9.974,8.798,0.026,0.320
22.880,10.000,10.017,7.889,-0.017,-0.909
22.890,10.000,9.995,8.550,0.005,0.661
22.900,10.000,9.966,8.660,0.034,0.110
22.910,10.000,9.969,8.328,0.031,-0.332
22.920,10.000,9.973,8.325,0.027,-0.003
22.930,10.000,10.014,7.903,-0.014,-0.421
22.940,10.000,9.965,8.864,0.035,0.960
22.950,10.000,10.019,7.774,-0.019,-1.090
22.960,10.000,10.025,8.242,-0.025,0.469
22.970,10.000,9.995,8.640,0.005,0.398
22.980,10.000,10.013,8.140,-0.013,-0.501
22.990,10.000,10.012,8.326,-0.012,0.186
23.000,10.000,10.028,8.149,-0.028,-0.177
23.010,10.000,9.993,8.686,0.007,0.537
23.020,10.000,10.018,8.067,-0.018,-0.618
23.030,10.000,10.017,8.322,-0.017,0.255
23.040,10.000,9.971,8.820,0.029,0.498
23.050,10.000,9.955,8.540,0.045,-0.280
23.060,10.000,10.036,7.486,-0.036,-1.054
23.070,10.000,10.044,8.208,-0.044,0.722
23.080,10.000,10.006,8.704,-0.006,0.496
23.090,10.000,10.042,7.929,-0.042,-0.775
23.100,10.000,9.988,8.887,0.012,0.958
23.110,10.000,9.971,8.524,0.029,-0.363
23.120,10.000,9.988,8.182,0.012,-0.342
23.130,10.000,10.005,8.151,-0.005,-0.031
23.140,10.000,10.046,7.873,-0.046,-0.278
23.150,10.000,10.043,8.321,-0.043,0.448
23.160,10.000,9.987,8.907,0.013,0.586
23.170,10.000,10.018,8.001,-0.018,-0.905
23.180,10.000,9.971,8.834,0.029,0.833
23.190,10.000,9.957,8.507,0.043,-0.327
23.200,10.000,9.967,8.264,0.033,-0.243
23.210,10.000,9.991,8.106,0.009,-0.158
23.220,10.000,9.975,8.519,0.025,0.413
23.230,10.000,9.988,8.207,0.012,-0.312
23.240,10.000,9.953,8.732,0.047,0.526
23.250,10.000,9.994,7.932,0.006,-0.800
23.260,10.000,9.955,8.768,0.045,0.836
23.270,10.000,10.033,7.521,-0.033,-1.247
23.280,10.000,10.036,8.260,-0.036,0.739
23.290,10.000,10.015,8.526,-0.015,0.266
23.300,10.000,9.993,8.570,0.007,0.044
23.310,10.000,10.018,8.059,-0.018,-0.511
23.320,10.000,9.962,8.927,0.038,0.868
23.330,10.000,9.964,8.349,0.036,-0.578
23.340,10.000,9.989,8.093,0.011,-0.255
23.350,10.000,9.988,8.358,0.012,0.265
23.360,10.000,9.967,8.572,0.033,0.214
23.370,10.000,9.973,8.299,0.027,-0.274
23.380,10.000,9.986,8.218,0.014,-0.081
23.390,10.000,10.028,7.891,-0.028,-0.326
23.400,10.000,9.964,9.012,0.036,1.120
23.410,10.000,10.029,7.651,-0.029,-1.361
23.420,10.000,10.047,8.103,-0.047,0.452
23.430,10.000,9.999,8.812,0.001,0.709
23.440,10.000,9.982,8.525,0.018,-0.287
23.450,10.000,10.048,7.627,-0.048,-0.898
23.460,10.000,9.996,8.849,0.004,1.222
23.470,10.000,10.023,8.043,-0.023,-0.806
23.480,10.000,10.014,8.413,-0.014,0.370
23.490,10.000,10.022,8.230,-0.022,-0.183
23.500,10.000,10.028,8.238,-0.028,0.008
23.510,10.000,10.029,8.295,-0.029,0.057
23.520,10.000,9.960,9.059,0.040,0.764
23.530,10.000,9.957,8.407,0.043,-0.652
23.540,10.000,9.972,8.217,0.028,-0.190
23.550,10.000,9.968,8.403,0.032,0.185
23.560,10.000,9.999,8.023,0.001,-0.380
23.570,10.000,9.975,8.604,0.025,0.581
23.580,10.000,10.048,7.546,-0.048,-1.058
23.590,10.000,9.983,9.005,0.017,1.460
23.600,10.000,10.044,7.679,-0.044,-1.326
23.610,10.000,9.988,8.903,0.012,1.224
23.620,10.000,9.955,8.711,0.045,-0.192
23.630,10.000,9.960,8.322,0.040,-0.389
23.640,10.000,10.006,7.863,-0.006,-0.460
23.650,10.000,9.992,8.488,0.008,0.625
23.660,10.000,9.996,8.299,0.004,-0.189
23.670,10.000,10.021,8.057,-0.021,-0.242
23.680,10.000,10.013,8.408,-0.013,0.351
23.690,10.000,10.029,8.138,-0.029,-0.270
23.700,10.000,9.996,8.671,0.004,0.533
23.710,10.000,10.029,7.969,-0.029,-0.701
23.720,10.000,10.004,8.576,-0.004,0.607
23.730,10.000,9.996,8.420,0.004,-0.156
23.740,10.000,9.982,8.497,0.018,0.077
23.750,10.000,10.040,7.712,-0.040,-0.785
23.760,10.000,9.991,8.831,0.009,1.119
23.770,10.000,10.032,7.892,-0.032,-0.939
23.780,10.000,10.010,8.543,-0.010,0.651
23.790,10.000,9.958,8.890,0.042,0.347
23.800,10.000,10.007,7.838,-0.007,-1.053
23.810,10.000,9.992,8.492,0.008,0.655
23.820,10.000,10.041,7.796,-0.041,-0.696
23.830,10.000,10.015,8.580,-0.015,0.784
23.840,10.000,9.997,8.517,0.003,-0.063
23.850,10.000,9.960,8.736,0.040,0.219
23.860,10.000,10.037,7.532,-0.037,-1.204
23.870,10.000,10.043,8.227,-0.043,0.695
23.880,10.000,9.982,8.958,0.018,0.731
23.890,10.000,10.032,7.800,-0.032,-1.158
23.900,10.000,9.979,8.882,0.021,1.082
23.910,10.000,9.979,8.352,0.021,-0.530
23.920,10.000,9.974,8.415,0.026,0.062
23.930,10.000,9.988,8.204,0.012,-0.210
23.940,10.000,9.987,8.358,0.013,0.153
23.950,10.000,10.027,7.895,-0.027,-0.462
23.960,10.000,10.027,8.314,-0.027,0.418
23.970,10.000,10.029,8.278,-0.029,-0.036
23.980,10.000,9.995,8.674,0.005,0.397
23.990,10.000,9.992,8.372,0.008,-0.303
24.000,10.000,10.011,8.131,-0.011,-0.241
24.010,10.000,10.044,7.956,-0.044,-0.175
24.020,10.000,9.968,9.124,0.032,1.169
24.030,10.000,9.969,8.354,0.031,-0.770
24.040,10.000,9.994,8.091,0.006,-0.263
24.050,10.000,10.004,8.232,-0.004,0.141
24.060,10.000,9.956,8.850,0.044,0.618
24.070,10.000,10.039,7.468,-0.039,-1.382
24.080,10.000,9.982,8.912,0.018,1.444
24.090,10.000,10.020,7.939,-0.020,-0.973
24.100,10.000,10.044,8.046,-0.044,0.107
24.110,10.000,10.037,8.368,-0.037,0.322
24.120,10.000,9.959,9.154,0.041,0.786
24.130,10.000,10.039,7.492,-0.039,-1.661
24.140,10.000,10.005,8.663,-0.005,1.171
24.150,10.000,10.009,8.282,-0.009,-0.381
24.160,10.000,10.046,7.912,-0.046,-0.370
24.170,10.000,9.989,8.914,0.011,1.002
24.180,10.000,10.006,8.160,-0.006,-0.754
24.190,10.000,9.982,8.585,0.018,0.426
24.200,10.000,9.975,8.426,0.025,-0.159
24.210,10.000,10.039,7.653,-0.039,-0.773
24.220,10.000,10.009,8.621,-0.009,0.968
24.230,10.000,9.997,8.459,0.003,-0.162
24.240,10.000,9.974,8.580,0.026,0.121
24.250,10.000,10.050,7.529,-0.050,-1.052
24.260,10.000,9.971,9.142,0.029,1.613
24.270,10.000,9.955,8.540,0.045,-0.601
24.280,10.000,10.033,7.522,-0.033,-1.018
24.290,10.000,10.021,8.427,-0.021,0.905
24.300,10.000,9.995,8.595,0.005,0.168
24.310,10.000,9.992,8.372,0.008,-0.223
24.320,10.000,10.019,8.034,-0.019,-0.339
24.330,10.000,10.017,8.335,-0.017,0.301
24.340,10.000,10.009,8.409,-0.009,0.075
24.350,10.000,9.961,8.844,0.039,0.435
24.360,10.000,9.975,8.218,0.025,-0.626
24.370,10.000,10.019,7.874,-0.019,-0.343
24.380,10.000,9.948,9.096,0.052,1.222
24.390,10.000,10.012,7.676,-0.012,-1.420
24.400,10.000,9.986,8.601,0.014,0.925
24.410,10.000,10.046,7.688,-0.046,-0.913
24.420,10.000,9.997,8.832,0.003,1.144
24.430,10.000,10.000,8.301,0.000,-0.531
24.440,10.000,10.033,7.968,-0.033,-0.333
24.450,10.000,9.956,9.141,0.044,1.173
24.460,10.000,9.963,8.299,0.037,-0.842
24.470,10.000,10.034,7.592,-0.034,-0.707
24.480,10.000,10.000,8.667,0.000,1.075
24.490,10.000,10.017,8.142,-0.017,-0.525
24.500,10.000,9.964,8.897,0.036,0.754
24.510,10.000,10.030,7.644,-0.030,-1.253
24.520,10.000,10.004,8.584,-0.004,0.940
24.530,10.000,10.028,8.064,-0.028,-0.520
24.540,10.000,9.975,8.891,0.025,0.827
24.550,10.000,10.033,7.710,-0.033,-1.181
24.560,10.000,10.026,8.381,-0.026,0.671
24.570,10.000,10.001,8.579,-0.001,0.198
24.580,10.000,10.037,7.938,-0.037,-0.641
24.590,10.000,10.007,8.622,-0.007,0.684
24.600,10.000,9.976,8.657,0.024,0.035
24.610,10.000,9.986,8.249,0.014,-0.408
24.620,10.000,9.953,8.706,0.047,0.457
24.630,10.000,9.951,8.403,0.049,-0.304
24.640,10.000,9.959,8.296,0.041,-0.107
24.650,10.000,10.017,7.727,-0.017,-0.569
24.660,10.000,9.961,8.930,0.039,1.203
24.670,10.000,9.983,8.132,0.017,-0.798
24.680,10.000,9.985,8.325,0.015,0.193
24.690,10.000,9.964,8.576,0.036,0.252
24.700,10.000,10.044,7.495,-0.044,-1.081
24.710,10.000,10.021,8.544,-0.021,1.049
24.720,10.000,9.959,8.987,0.041,0.443
24.730,10.000,9.995,7.978,0.005,-1.010
24.740,10.000,9.975,8.561,0.025,0.583
24.750,10.000,10.047,7.566,-0.047,-0.995
24.760,10.000,10.000,8.803,0.000,1.236
24.770,10.000,9.986,8.478,0.014,-0.324
24.780,10.000,10.029,7.882,-0.029,-0.597
24.790,10.000,9.954,9.120,0.046,1.239
24.800,10.000,9.958,8.337,0.042,-0.784
24.810,10.000,10.048,7.390,-0.048,-0.947
24.820,10.000,10.033,8.447,-0.033,1.058
24.830,10.000,10.011,8.539,-0.011,0.091
24.840,10.000,10.024,8.177,-0.024,-0.362
24.850,10.000,9.962,8.989,0.038,0.812
24.860,10.000,9.999,7.964,0.001,-1.024
24.870,10.000,10.005,8.269,-0.005,0.305
24.880,10.000,10.018,8.179,-0.018,-0.090
24.890,10.000,9.984,8.687,0.016,0.507
24.900,10.000,9.967,8.539,0.033,-0.148
24.910,10.000,10.050,7.451,-0.050,-1.087
24.920,10.000,10.020,8.619,-0.020,1.167
24.930,10.000,9.969,8.863,0.031,0.245
24.940,10.000,10.050,7.476,-0.050,-1.387
24.950,10.000,10.027,8.537,-0.027,1.060
24.960,10.000,10.035,8.212,-0.035,-0.324
24.970,10.000,9.959,9.129,0.041,0.917
24.980,10.000,9.964,8.319,0.036,-0.810
24.990,10.000,9.975,8.253,0.025,-0.066
25.000,10.000,9.978,8.316,0.022,0.064
25.010,10.000,9.956,8.598,0.044,0.282
25.020,10.000,10.050,7.343,-0.050,-1.255
25.030,10.000,9.986,8.991,0.014,1.648
25.040,10.000,10.000,8.194,0.000,-0.797
25.050,10.000,9.973,8.627,0.027,0.433
25.060,10.000,9.987,8.207,0.013,-0.419
25.070,10.000,9.953,8.712,0.047,0.504
25.080,10.000,10.014,7.716,-0.014,-0.996
25.090,10.000,9.963,8.873,0.037,1.157
25.100,10.000,9.963,8.378,0.037,-0.495
25.110,10.000,10.020,7.740,-0.020,-0.639
25.120,10.000,9.959,8.981,0.041,1.241
25.130,10.000,10.050,7.376,-0.050,-1.605
25.140,10.000,9.979,9.066,0.021,1.690
25.150,10.000,10.038,7.703,-0.038,-1.363
25.160,10.000,9.960,9.152,0.040,1.449
25.170,10.000,10.033,7.576,-0.033,-1.576
25.180,10.000,9.991,8.760,0.009,1.184
25.190,10.000,10.033,7.877,-0.033,-0.883
25.200,10.000,9.965,9.050,0.035,1.173
25.210,10.000,10.013,7.844,-0.013,-1.206
25.220,10.000,10.031,8.116,-0.031,0.272
25.230,10.000,10.039,8.215,-0.039,0.098
25.240,10.000,10.030,8.395,-0.030,0.180
25.250,10.000,10.029,8.311,-0.029,-0.084
25.260,10.000,10.020,8.402,-0.020,0.091
25.270,10.000,10.019,8.323,-0.019,-0.079
25.280,10.000,10.043,8.051,-0.043,-0.272
25.290,10.000,10.032,8.404,-0.032,0.353
25.300,10.000,10.042,8.193,-0.042,-0.211
25.310,10.000,9.969,9.090,0.031,0.897
25.320,10.000,10.043,7.552,-0.043,-1.538
25.330,10.000,10.039,8.323,-0.039,0.772
25.340,10.000,10.009,8.626,-0.009,0.303
25.350,10.000,9.990,8.533,0.010,-0.093
25.360,10.000,9.966,8.596,0.034,0.063
25.370,10.000,9.950,8.549,0.050,-0.047
25.380,10.000,9.997,7.856,0.003,-0.693
25.390,10.000,10.028,7.995,-0.028,0.140
25.400,10.000,9.961,9.040,0.039,1.045
25.410,10.000,10.008,7.856,-0.008,-1.184
25.420,10.000,9.996,8.457,0.004,0.601
25.430,10.000,9.975,8.570,0.025,0.113
25.440,10.000,10.005,8.018,-0.005,-0.552
25.450,10.000,10.029,8.068,-0.029,0.050
25.460,10.000,9.960,9.060,0.040,0.993
25.470,10.000,10.019,7.716,-0.019,-1.345
25.480,10.000,10.009,8.431,-0.009,0.715
25.490,10.000,10.005,8.366,-0.005,-0.065
25.500,10.000,10.000,8.380,0.000,0.014
25.510,10.000,10.027,8.027,-0.027,-0.354
25.520,10.000,9.964,8.998,0.036,0.971
25.530,10.000,9.985,8.143,0.015,-0.855
25.540,10.000,10.020,7.957,-0.020,-0.186
25.550,10.000,9.948,9.104,0.052,1.147
25.560,10.000,9.968,8.166,0.032,-0.939
25.570,10.000,9.995,8.071,0.005,-0.095
25.580,10.000,10.022,8.038,-0.022,-0.033
25.590,10.000,9.959,9.001,0.041,0.963
25.600,10.000,9.982,8.122,0.018,-0.879
25.610,10.000,10.019,7.947,-0.019,-0.174
25.620,10.000,9.983,8.702,0.017,0.755
25.630,10.000,9.973,8.458,0.027,-0.244
25.640,10.000,10.013,7.918,-0.013,-0.540
25.650,10.000,10.048,7.943,-0.048,0.025
25.660,10.000,10.012,8.674,-0.012,0.731
25.670,10.000,10.029,8.132,-0.029,-0.542
25.680,10.000,10.046,8.114,-0.046,-0.018
25.690,10.000,9.958,9.252,0.042,1.138
25.700,10.000,10.012,7.778,-0.012,-1.474
25.710,10.000,9.962,8.870,0.038,1.092
25.720,10.000,10.021,7.719,-0.021,-1.151
25.730,10.000,9.957,9.019,0.043,1.300
25.740,10.000,9.992,7.986,0.008,-1.033
25.750,10.000,9.975,8.525,0.025,0.539
25.760,10.000,10.041,7.633,-0.041,-0.892
25.770,10.000,10.001,8.734,-0.001,1.101
25.780,10.000,10.044,7.859,-0.044,-0.875
25.790,10.000,9.998,8.787,0.002,0.928
25.800,10.000,9.960,8.750,0.040,-0.037
25.810,10.000,9.998,7.955,0.002,-0.795
25.820,10.000,9.981,8.526,0.019,0.571
25.830,10.000,9.980,8.360,0.020,-0.166
25.840,10.000,10.032,7.781,-0.032,-0.579
25.850,10.000,9.950,9.202,0.050,1.421
25.860,10.000,9.983,8.014,0.017,-1.188
25.870,10.000,10.048,7.634,-0.048,-0.380
25.880,10.000,9.993,8.890,0.007,1.257
25.890,10.000,9.954,8.775,0.046,-0.116
25.900,10.000,9.962,8.285,0.038,-0.490
25.910,10.000,10.030,7.626,-0.030,-0.658
25.920,10.000,10.021,8.405,-0.021,0.778
25.930,10.000,9.994,8.604,0.006,0.200
25.940,10.000,9.952,8.807,0.048,0.202
25.950,10.000,9.989,7.972,0.011,-0.834
25.960,10.000,9.996,8.263,0.004,0.290
25.970,10.000,10.018,8.092,-0.018,-0.171
25.980,10.000,9.966,8.889,0.034,0.797
25.990,10.000,9.997,8.024,0.003,-0.865
26.000,10.000,10.032,7.959,-0.032,-0.065
26.010,10.000,10.027,8.350,-0.027,0.391
26.020,10.000,10.008,8.512,-0.008,0.162
26.030,10.000,10.001,8.401,-0.001,-0.111
26.040,10.000,10.039,7.919,-0.039,-0.482
26.050,10.000,9.949,9.285,0.051,1.367
26.060,10.000,10.032,7.471,-0.032,-1.814
26.070,10.000,10.028,8.340,-0.028,0.868
26.080,10.000,10.004,8.565,-0.004,0.225
26.090,10.000,10.023,8.118,-0.023,-0.447
26.100,10.000,9.981,8.773,0.019,0.655
26.110,10.000,10.019,7.930,-0.019,-0.843
26.120,10.000,9.970,8.857,0.030,0.927
26.130,10.000,10.017,7.845,-0.017,-1.012
26.140,10.000,9.948,9.078,0.052,1.233
26.150,10.000,9.957,8.284,0.043,-0.793
26.160,10.000,10.022,7.662,-0.022,-0.623
26.170,10.000,9.980,8.775,0.020,1.113
26.180,10.000,9.954,8.637,0.046,-0.138
26.190,10.000,9.970,8.203,0.030,-0.434
26.200,10.000,9.988,8.164,0.012,-0.039
26.210,10.000,9.965,8.604,0.035,0.440
26.220,10.000,10.048,7.447,-0.048,-1.157
26.230,10.000,9.957,9.291,0.043,1.844
26.240,10.000,10.013,7.758,-0.013,-1.533
26.250,10.000,10.048,7.940,-0.048,0.182
26.260,10.000,9.994,8.881,0.006,0.941
26.270,10.000,9.957,8.743,0.043,-0.138
26.280,10.000,10.020,7.682,-0.020,-1.061
26.290,10.000,10.014,8.384,-0.014,0.702
26.300,10.000,10.002,8.449,-0.002,0.065
26.310,10.000,9.999,8.359,0.001,-0.090
26.320,10.000,9.995,8.384,0.005,0.025
26.330,10.000,9.964,8.676,0.036,0.292
26.340,10.000,9.955,8.471,0.045,-0.205
26.350,10.000,9.988,8.014,0.012,-0.457
26.360,10.000,9.968,8.572,0.032,0.558
26.370,10.000,10.035,7.626,-0.035,-0.947
26.380,10.000,9.965,9.073,0.035,1.447
26.390,10.000,10.027,7.687,-0.027,-1.386
26.400,10.000,10.006,8.531,-0.006,0.844
26.410,10.000,10.000,8.392,-0.000,-0.140
26.420,10.000,9.994,8.405,0.006,0.013
26.430,10.000,10.031,7.933,-0.031,-0.471
26.440,10.000,9.965,9.024,0.035,1.091
26.450,10.000,9.996,8.028,0.004,-0.996
26.460,10.000,10.036,7.905,-0.036,-0.124
26.470,10.000,10.035,8.303,-0.035,0.399
26.480,10.000,10.024,8.424,-0.024,0.121
26.490,10.000,10.037,8.162,-0.037,-0.262
26.500,10.000,9.952,9.228,0.048,1.065
26.510,10.000,9.965,8.238,0.035,-0.990
26.520,10.000,9.955,8.482,0.045,0.244
26.530,10.000,9.955,8.386,0.045,-0.096
26.540,10.000,9.976,8.140,0.024,-0.246
26.550,10.000,10.016,7.922,-0.016,-0.218
26.560,10.000,9.950,9.045,0.050,1.123
26.570,10.000,10.024,7.570,-0.024,-1.475
26.580,10.000,10.020,8.351,-0.020,0.781
26.590,10.000,10.018,8.344,-0.018,-0.008
26.600,10.000,9.985,8.676,0.015,0.332
26.610,10.000,9.976,8.450,0.024,-0.226
26.620,10.000,9.971,8.418,0.029,-0.032
26.630,10.000,10.034,7.671,-0.034,-0.747
26.640,10.000,9.987,8.809,0.013,1.138
26.650,10.000,9.973,8.506,0.027,-0.303
26.660,10.000,9.969,8.407,0.031,-0.099
26.670,10.000,10.008,7.931,-0.008,-0.477
26.680,10.000,9.955,8.919,0.045,0.988
26.690,10.000,9.987,8.025,0.013,-0.894
26.700,10.000,9.982,8.405,0.018,0.380
26.710,10.000,10.015,7.995,-0.015,-0.410
26.720,10.000,10.034,8.103,-0.034,0.108
26.730,10.000,10.023,8.427,-0.023,0.323
26.740,10.000,9.992,8.651,0.008,0.224
26.750,10.000,9.953,8.777,0.047,0.126
26.760,10.000,9.972,8.169,0.028,-0.608
26.770,10.000,9.981,8.266,0.019,0.097
26.780,10.000,10.041,7.691,-0.041,-0.575
26.790,10.000,10.043,8.276,-0.043,0.585
26.800,10.000,9.965,9.147,0.035,0.871
26.810,10.000,10.047,7.468,-0.047,-1.679
26.820,10.000,9.955,9.301,0.045,1.833
26.830,10.000,9.974,8.174,0.026,-1.128
26.840,10.000,10.049,7.541,-0.049,-0.633
26.850,10.000,9.979,9.058,0.021,1.517
26.860,10.000,10.037,7.717,-0.037,-1.341
26.870,10.000,10.045,8.206,-0.045,0.489
26.880,10.000,9.949,9.349,0.051,1.143
26.890,10.000,10.010,7.718,-0.010,-1.632
26.900,10.000,10.015,8.265,-0.015,0.547
26.910,10.000,9.986,8.636,0.014,0.371
26.920,10.000,10.032,7.850,-0.032,-0.785
26.930,10.000,10.032,8.300,-0.032,0.449
26.940,10.000,9.966,9.028,0.034,0.728
26.950,10.000,9.972,8.309,0.028,-0.719
26.960,10.000,9.957,8.521,0.043,0.212
26.970,10.000,9.988,8.045,0.012,-0.475
26.980,10.000,10.026,7.922,-0.026,-0.124
26.990,10.000,9.958,9.057,0.042,1.135
27.000,10.000,10.021,7.692,-0.021,-1.365
27.010,10.000,9.954,9.048,0.046,1.356
27.020,10.000,10.025,7.601,-0.025,-1.447
27.030,10.000,10.001,8.581,-0.001,0.980
27.040,10.000,10.029,8.019,-0.029,-0.562
27.050,10.000,9.963,9.038,0.037,1.019
27.060,10.000,10.006,7.903,-0.006,-1.135
27.070,10.000,10.047,7.875,-0.047,-0.028
27.080,10.000,9.989,8.921,0.011,1.046
27.090,10.000,9.992,8.315,0.008,-0.605
27.100,10.000,10.042,7.800,-0.042,-0.515
27.110,10.000,10.006,8.681,-0.006,0.881
27.120,10.000,9.985,8.566,0.015,-0.115
27.130,10.000,10.049,7.646,-0.049,-0.920
27.140,10.000,10.026,8.541,-0.026,0.894
27.150,10.000,9.979,8.824,0.021,0.284
27.160,10.000,9.979,8.353,0.021,-0.471
27.170,10.000,10.014,7.972,-0.014,-0.382
27.180,10.000,9.976,8.741,0.024,0.769
27.190,10.000,9.980,8.313,0.020,-0.428
27.200,10.000,9.969,8.473,0.031,0.159
27.210,10.000,10.044,7.551,-0.044,-0.922
27.220,10.000,10.012,8.635,-0.012,1.084
27.230,10.000,10.047,7.940,-0.047,-0.695
27.240,10.000,10.021,8.572,-0.021,0.633
27.250,10.000,10.030,8.212,-0.030,-0.361
27.260,10.000,9.964,9.035,0.036,0.824
27.270,10.000,10.031,7.638,-0.031,-1.397
27.280,10.000,9.963,9.044,0.037,1.406
27.290,10.000,10.042,7.502,-0.042,-1.542
27.300,10.000,10.034,8.381,-0.034,0.879
27.310,10.000,10.029,8.352,-0.029,-0.029
27.320,10.000,10.042,8.171,-0.042,-0.181
27.330,10.000,10.004,8.703,-0.004,0.532
27.340,10.000,9.981,8.583,0.019,-0.120
27.350,10.000,10.022,7.904,-0.022,-0.678
27.360,10.000,10.018,8.350,-0.018,0.446
27.370,10.000,10.032,8.167,-0.032,-0.183
27.380,10.000,10.014,8.497,-0.014,0.329
27.390,10.000,9.959,8.921,0.041,0.424
27.400,10.000,9.975,8.197,0.025,-0.723
27.410,10.000,10.007,8.007,-0.007,-0.190
27.420,10.000,10.018,8.212,-0.018,0.205
27.430,10.000,10.006,8.446,-0.006,0.234
27.440,10.000,10.002,8.372,-0.002,-0.074
27.450,10.000,9.995,8.403,0.005,0.031
27.460,10.000,10.037,7.884,-0.037,-0.519
27.470,10.000,10.026,8.407,-0.026,0.523
27.480,10.000,9.955,9.093,0.045,0.685
27.490,10.000,9.964,8.275,0.036,-0.818
27.500,10.000,9.958,8.435,0.042,0.160
27.510,10.000,9.977,8.175,0.023,-0.260
27.520,10.000,9.954,8.609,0.046,0.434
27.530,10.000,10.023,7.616,-0.023,-0.994
27.540,10.000,9.969,8.903,0.031,1.287
27.550,10.000,10.027,7.727,-0.027,-1.176
27.560,10.000,9.999,8.615,0.001,0.888
27.570,10.000,9.986,8.483,0.014,-0.131
27.580,10.000,10.004,8.152,-0.004,-0.331
27.590,10.000,10.015,8.204,-0.015,0.052
27.600,10.000,9.974,8.773,0.026,0.569
27.610,10.000,9.991,8.179,0.009,-0.593
27.620,10.000,9.997,8.271,0.003,0.092
27.630,10.000,9.968,8.655,0.032,0.383
27.640,10.000,10.048,7.493,-0.048,-1.162
27.650,10.000,10.025,8.537,-0.025,1.044
